stmt_ref,booking_date,tx_val,description,ext_memo,unit
B312,10/05/25,"₹ 14,988.00",MYNTRA POS-TRANS,0GECI4X3E1,INR
B313,04/11/2025,"₹ 9,991.00",UBER *0912,KH11LHIFLZ,INR
B314,10/23/25,₹ 180.00,BOOKMYSHOW-INC,,INR
B315,2025.10.15,₹ 209.00,INDIGO CORP,YSBPKHFHQI,INR
B316,2025.11.29,₹ 517.00,SWIGGY-INC,,INR
B317,10/11/25,"₹ 1,481.00",NETFLIX/ONLINE,XRNBTF1W14,INR
B318,2025.10.20,₹ 202.00,MYNTRA/ONLINE,HD815KS9RI,INR
B319,10/27/25,"₹ 24,989.00",APPLESTORE-INC,PHSYF1B6O6,INR
B320,10/04/25,"₹ 2,478.00",GOOGLE PLAY_LTD,8IYHJ6YEDQ,INR
B321,2025.11.18,"₹ 24,998.00",BIGBASKET_LTD,I3HF6NEGJG,INR
B322,12-Nov-2025,"₹ 10,012.00",AMAZON INDIA POS-TRANS,Z42R2LJ5DK,INR
B323,14-Nov-2025,"₹ 1,489.00",PAYTM.MALL CORP,TF3A6L3N3E,INR
B324,2025.10.16,"₹ 4,995.00",SWIGGY *0912,5R4M6IGUUF,INR
B325,11/03/25,"₹ 1,002.00",BIGBASKET-INC,WVKUABMIHX,INR
B326,17-Oct-2025,"₹ 1,013.00",APPLE STORE *0912,FGGMS2YXEO,INR
B327,11/30/25,"₹ 14,999.00",INDIGO-INC,,INR
B328,25-Oct-2025,"₹ 2,519.00",BIGBASKET INDIA-INC,NBK9NPXJ6U,INR
B329,2025.10.17,₹ 996.00,APPLE.STORE CORP,9WXOJ8STL2,INR
B330,2025.11.04,"₹ 2,479.00",AMAZON.INDIA POS-TRANS,,INR
B331,2025.10.03,₹ 200.00,UBER POS-TRANS,,INR
B332,14/11/2025,₹ 823.00,AMAZON INDIA *0912,QX9EINA9G0,INR
B333,10-Oct-2025,"₹ 4,984.00",SPOTIFY CORP,6RR2KDFZ0P,INR
B334,10/14/25,₹ 815.00,UBER_LTD,42XEDZHULV,INR
B335,19/10/2025,"₹ 5,020.00",NETFLIX POS-TRANS,IIV8TA7MOD,INR
B336,2025.10.01,"₹ 1,476.00",MAKEMYTRIP POS-TRANS,6NS46O9HY5,INR
B337,29-Nov-2025,₹ 521.00,IRCTC CORP,EDDHSNARJT,INR
B338,13-Nov-2025,₹ 320.00,SWIGGY CORP,RD3T1PDLJO,INR
B339,2025.11.16,₹ 189.00,INDIGO CORP,NQNOMC1H01,INR
B340,02-Nov-2025,₹ 807.00,SPOTIFY_LTD,ONLDRHJQQ3,INR
B341,11/21/25,"₹ 14,991.00",MYNTRA CORP,R667HVLEQX,INR
B342,26-Nov-2025,₹ 185.00,INDIGO INDIA/ONLINE,,INR
B343,06-Oct-2025,"₹ 1,515.00",BOOKMYSHOW *0912,,INR
B344,2025.10.01,"₹ 10,022.00",AIR.INDIA POS-TRANS,,INR
B345,2025.10.24,₹ 288.00,INDIGO_LTD,M4RSV2W364,INR
B346,01-Oct-2025,"₹ 1,012.00",MAKEMYTRIP-INC,9RCFDUFYJD,INR
B347,12/10/2025,"₹ 25,004.00",RELIANCE.MART *0912,9MF25OM0GP,INR
B348,15/11/2025,"₹ 5,013.00",SPOTIFY POS-TRANS,,INR
B349,11/15/25,₹ 316.00,AMAZON INDIA/ONLINE,KE7PK82HCF,INR
B350,27-Oct-2025,"₹ 10,010.00",FLIPKART CORP,,INR
B351,2025.11.24,"₹ 2,475.00",AIRINDIA *0912,60UPJIN5C3,INR
B352,06-Oct-2025,₹ 791.00,MYNTRA_LTD,1N43A8MSH3,INR
B353,09/10/2025,"₹ 1,510.00",AMAZON INDIA INDIA *0912,E1QCL2A6RM,INR
B354,2025.11.03,"₹ 24,998.00",SWIGGY-INC,YEFUQ0RDJ7,INR
B355,10/08/25,"₹ 25,004.00",SPOTIFY INDIA/ONLINE,,INR
B356,2025.11.26,"₹ 2,485.00",MYNTRA INDIA-INC,2V5S2C6KSI,INR
B357,12-Nov-2025,"₹ 15,009.00",OLA-INC,POR714MBRL,INR
B358,10/21/25,₹ 190.00,GOOGLE PLAY_LTD,E23L5NVVTZ,INR
B359,2025.11.13,₹ 508.00,AIRINDIA *0912,SEIOK1G6UK,INR
B360,14/10/2025,"₹ 24,978.00",OLA POS-TRANS,Y6V6C9BREG,INR
B361,2025.10.13,"₹ 25,014.00",PAYTM MALL-INC,T7ZS0346BZ,INR
B362,15-Nov-2025,"₹ 14,972.00",SWIGGY *0912,WXXOF5JGTC,INR
B363,27/10/2025,"₹ 14,993.00",MYNTRA CORP,8QH7JE07S2,INR
B364,2025.10.21,"₹ 25,009.00",UBER-INC,6WE84RVO8G,INR
B365,2025.10.30,₹ 802.00,SWIGGY-INC,PCZS55YBSO,INR
B366,11/28/25,"₹ 15,007.00",SWIGGY-INC,ZAPE3WGYS0,INR
B367,19-Nov-2025,"₹ 9,997.00",NETFLIX/ONLINE,CGYSEZIXF6,INR
B368,18-Nov-2025,"₹ 2,477.00",NETFLIX/ONLINE,H4AQ8LUXHG,INR
B369,11/16/25,₹ 803.00,PAYTM MALL INDIA-INC,QRA9133CFI,INR
B370,2025.11.15,"₹ 14,983.00",APPLE.STORE CORP,5D4OOUW3AO,INR
B371,11/10/25,"₹ 24,994.00",MYNTRA POS-TRANS,PAQNIZ9D80,INR
B372,09-Nov-2025,₹ 196.00,AIRINDIA-INC,QT9SSIYD7V,INR
B373,2025.10.27,₹ 789.00,RELIANCE *0912,HJ7TUAH0G1,INR
B374,06/10/2025,₹ 211.00,DMART POS-TRANS,Q182VQ3IRT,INR
B375,2025.10.12,₹ 512.00,AMAZON INDIA *0912,ZZAIKFEJOD,INR
B376,22/11/2025,₹ 808.00,NETFLIX INDIA *0912,N25XO7CB5C,INR
B377,2025.10.11,"₹ 2,497.00",PAYTM MALL INDIA POS-TRANS,ZIY2TZ4XDS,INR
B378,08/10/2025,₹ 523.00,AIR INDIA INDIA-INC,03YNTNM4RZ,INR
B379,30/11/2025,₹ 271.00,MAKEMYTRIP INDIA-INC,EHZCSI2604,INR
B380,05-Oct-2025,"₹ 25,009.00",OLA-INC,C4E1791HDF,INR
B381,23-Oct-2025,"₹ 1,009.00",APPLE POS-TRANS,RRH3AS3KF6,INR
B382,01-Oct-2025,"₹ 2,484.00",APPLE.STORE-INC,71XBUSBGRR,INR
B383,11/21/25,"₹ 4,979.00",AIR_LTD,,INR
B384,27/11/2025,"₹ 1,471.00",GOOGLEPLAY CORP,7GQWPDB685,INR
B385,06/10/2025,"₹ 14,996.00",BOOKMYSHOW POS-TRANS,F1BF1IWME6,INR
B386,28/11/2025,"₹ 1,492.00",BIGBASKET-INC,3VV41XG2AA,INR
B387,18/10/2025,₹ 508.00,MYNTRA_LTD,9K6XVC5SVG,INR
B388,17/11/2025,₹ 502.00,ZOMATO INDIA-INC,WVWDJ7BL50,INR
B389,2025.10.12,"₹ 9,993.00",UBER POS-TRANS,S2QSJJ69I6,INR
B390,16/11/2025,₹ 821.00,RELIANCE.MART *0912,VD37Y6437B,INR
B391,2025.10.21,"₹ 1,513.00",INDIGO_LTD,J1NHUVB973,INR
B392,19/11/2025,₹ 306.00,IRCTC INDIA *0912,,INR
B393,2025.11.17,"₹ 2,509.00",SWIGGY_LTD,AAIGEYCIUX,INR
B394,2025.11.21,"₹ 9,988.00",PAYTM MALL-INC,NZ8BZZDFCE,INR
B395,2025.11.27,"₹ 9,986.00",GOOGLE.PLAY POS-TRANS,90PWXJL8B7,INR
B396,17-Nov-2025,"₹ 15,010.00",MAKEMYTRIP_LTD,H3AOTGPU2G,INR
B397,11/25/25,"₹ 24,994.00",MYNTRA POS-TRANS,69C2180BDI,INR
B398,10-Oct-2025,"₹ 14,982.00",INDIGO_LTD,4KL9YU2IUQ,INR
B399,10/10/25,₹ 492.00,GOOGLE PLAY_LTD,2JZGTRSCP4,INR
B400,2025.10.12,₹ 508.00,IRCTC/ONLINE,3JT4DUS6X5,INR
B401,2025.11.17,₹ 999.00,INDIGO *0912,GB3N6SQ8Y1,INR
B402,11/29/25,₹ 516.00,FLIPKART/ONLINE,9YOC7LGOE9,INR
B403,04-Nov-2025,"₹ 5,014.00",NETFLIX CORP,5VJKLCB81L,INR
B404,18-Oct-2025,₹ 804.00,SWIGGY/ONLINE,7LHGDSALL3,INR
B405,2025.11.18,"₹ 2,493.00",MAKEMYTRIP *0912,IAJDO9OJVO,INR
B406,15/10/2025,"₹ 1,507.00",PAYTM MALL INDIA POS-TRANS,,INR
B407,07-Oct-2025,"₹ 1,484.00",MAKEMYTRIP-INC,,INR
B408,18-Nov-2025,₹ 798.00,RELIANCE_LTD,Q119IWI1MV,INR
B409,11/17/25,"₹ 5,011.00",SWIGGY CORP,MWP1K0GEDC,INR
B410,13/10/2025,"₹ 25,005.00",MAKEMYTRIP INDIA POS-TRANS,8NNX3KJJQR,INR
B411,28-Oct-2025,₹ 812.00,FLIPKART CORP,DGOX1DIM4O,INR
B412,10/07/25,₹ 282.00,DMART POS-TRANS,,INR
B413,07-Nov-2025,₹ 292.00,BOOKMYSHOW POS-TRANS,0890CA6TDB,INR
B414,2025.11.20,₹ 214.00,BIGBASKET POS-TRANS,ILFMO67HD8,INR
B415,08-Oct-2025,"₹ 4,977.00",OLA-INC,4CBZB5VZ95,INR
B416,18/11/2025,"₹ 1,010.00",PAYTM/ONLINE,4C3UEZ75GT,INR
B417,21-Oct-2025,"₹ 1,011.00",SWIGGY-INC,P2EGD63Q85,INR
B418,10/25/25,₹ 207.00,AIR INDIA/ONLINE,69CI22RMW6,INR
B419,11-Nov-2025,"₹ 5,009.00",GOOGLE PLAY *0912,HL7V1JWNVF,INR
B420,29-Oct-2025,"₹ 5,018.00",AIR INDIA/ONLINE,GYG4DTL0SB,INR
B421,2025.10.27,₹ 311.00,IRCTC-INC,JP8O4X6591,INR
B422,10/05/25,₹ 317.00,PAYTM MALL CORP,BZK163JKZV,INR
B423,24-Nov-2025,"₹ 25,002.00",UBER/ONLINE,1PC2HAP1G6,INR
B424,10/03/25,"₹ 15,006.00",OLA/ONLINE,,INR
B425,30/10/2025,₹ 314.00,BOOKMYSHOW-INC,FZRIE6A00Z,INR
B426,11/12/25,₹ 814.00,MAKEMYTRIP INDIA POS-TRANS,Z0XJ3VBD6Y,INR
B427,10/16/25,"₹ 1,488.00",PAYTM/ONLINE,ZZIAGIOF7K,INR
B428,20/10/2025,₹ 502.00,INDIGO_LTD,5IHSQCJ5IY,INR
B429,10/13/25,"₹ 4,973.00",SPOTIFY POS-TRANS,BAOHOS0ENQ,INR
B430,2025.10.05,"₹ 1,514.00",MAKEMYTRIP-INC,HOW9LKV24Z,INR
B431,26/11/2025,₹ 193.00,OLA INDIA-INC,SEVLRN2NFT,INR
B432,03/11/2025,"₹ 10,006.00",RELIANCE.MART-INC,6OMAY5MIG0,INR
B433,22/10/2025,"₹ 5,018.00",IRCTC POS-TRANS,,INR
B434,19-Oct-2025,"₹ 1,005.00",GOOGLE PLAY *0912,FLQK3NJH3V,INR
B435,2025.11.09,"₹ 15,001.00",IRCTC/ONLINE,7ZI8BAT2UL,INR
B436,03-Nov-2025,₹ 985.00,RELIANCEMART CORP,1NVJW1LLLP,INR
B437,02/10/2025,₹ 484.00,BIGBASKET CORP,3VO884TLFO,INR
B438,21/11/2025,₹ 811.00,APPLESTORE-INC,614T65VKMC,INR
B439,10/09/25,₹ 506.00,MAKEMYTRIP-INC,WUJYMLVVCV,INR
B440,2025.10.22,₹ 212.00,APPLE.STORE POS-TRANS,JK9L55MYPL,INR
B441,2025.10.20,₹ 518.00,FLIPKART-INC,IKGZVFFBHL,INR
B442,05/10/2025,"₹ 9,993.00",AIR INDIA_LTD,0FAC4UF5EG,INR
B443,15-Oct-2025,"₹ 1,010.00",BIGBASKET-INC,,INR
B444,09-Oct-2025,"₹ 1,501.00",BOOKMYSHOW/ONLINE,,INR
B445,2025.10.21,₹ 805.00,AIR.INDIA *0912,EA9H1WTUK5,INR
B446,21-Nov-2025,"₹ 4,974.00",SPOTIFY-INC,SJ2AVHR25A,INR
B447,15-Oct-2025,"₹ 14,987.00",AIR.INDIA *0912,,INR
B448,2025.10.30,₹ 990.00,PAYTM.MALL CORP,35C8N2M829,INR
B449,2025.10.18,₹ 313.00,AIR INDIA-INC,IYEWO2G4L7,INR
B450,13-Oct-2025,"₹ 15,007.00",NETFLIX POS-TRANS,21VDZLNAE8,INR
B451,25/10/2025,"₹ 1,513.00",ZOMATO INDIA/ONLINE,CL50A5AL68,INR
B452,2025.10.31,"₹ 9,997.00",DMART-INC,6WZHSMGBQO,INR
B453,29-Oct-2025,"₹ 4,997.00",APPLE STORE_LTD,06Z40CIVJE,INR
B454,2025.12.01,"₹ 4,990.00",SWIGGY INDIA POS-TRANS,KJ14HQX9O8,INR
B455,24-Oct-2025,"₹ 15,028.00",ZOMATO-INC,QGKZ1L88HA,INR
B456,26-Oct-2025,"₹ 14,974.00",SPOTIFY CORP,78I1F87CIS,INR
B457,16/10/2025,"₹ 15,006.00",PAYTM/ONLINE,M83XP0R64G,INR
B458,19-Oct-2025,₹ 796.00,NETFLIX *0912,ZDK27UMQ1T,INR
B459,2025.11.04,"₹ 2,487.00",BOOKMYSHOW-INC,YINPY73T3M,INR
B460,03-Oct-2025,₹ 800.00,PAYTM CORP,HNGLMOPVKQ,INR
B461,2025.11.20,"₹ 2,501.00",MAKEMYTRIP/ONLINE,IBR4EJTL7S,INR
B462,22/10/2025,₹ 507.00,AMAZON.INDIA/ONLINE,7D59A9AL0Y,INR
B463,29-Nov-2025,₹ 297.00,GOOGLE PLAY INDIA_LTD,RE8BKDVI2R,INR
B464,01-Nov-2025,₹ 807.00,GOOGLE PLAY/ONLINE,DAVPC092CB,INR
B465,12-Nov-2025,"₹ 1,517.00",INDIGO INDIA-INC,MPBE46QEKC,INR
B466,10/20/25,₹ 990.00,MAKEMYTRIP_LTD,KMQOK9RWX9,INR
B467,11/21/25,₹ 812.00,SWIGGY CORP,X8LOTV19W0,INR
B468,14/10/2025,₹ 192.00,MYNTRA POS-TRANS,DY1K0WUAGW,INR
B469,2025.11.04,₹ 811.00,UBER-INC,SZJZWN7QM0,INR
B470,09/10/2025,"₹ 9,993.00",AMAZON INDIA INDIA-INC,F7YJXVE50T,INR
B471,20-Oct-2025,₹ 302.00,PAYTM MALL INDIA/ONLINE,ZAP6DPE76M,INR
B472,2025.11.21,"₹ 14,999.00",AMAZON CORP,V58KZ4SJL8,INR
B473,21/10/2025,₹ 783.00,GOOGLE.PLAY-INC,ROZ66MAMDR,INR
B474,17/10/2025,"₹ 2,491.00",AMAZON INDIA CORP,3E4GJG53CA,INR
B475,07/10/2025,"₹ 14,997.00",NETFLIX INDIA POS-TRANS,S653NAES6G,INR
B476,2025.10.29,"₹ 25,003.00",OLA_LTD,ZTSU4QJUZ4,INR
B477,06/10/2025,₹ 779.00,DMART_LTD,5LASD6K46S,INR
B478,05-Nov-2025,"₹ 15,012.00",SPOTIFY/ONLINE,9KOEW47OHM,INR
B479,11/12/25,"₹ 9,997.00",FLIPKART INDIA_LTD,,INR
B480,11/20/25,"₹ 25,010.00",MYNTRA POS-TRANS,2O9MYSXO5L,INR
B481,2025.11.04,"₹ 5,000.00",PAYTMMALL_LTD,KYS0AYBBK4,INR
B482,24-Oct-2025,₹ 825.00,APPLE STORE INDIA_LTD,5IMWUXBG8E,INR
B483,24/11/2025,"₹ 24,995.00",ZOMATO *0912,7ES5T5LAPO,INR
B484,10/03/25,₹ 778.00,BIGBASKET INDIA/ONLINE,AQA1J0Y5IS,INR
B485,01/11/2025,₹ 515.00,IRCTC INDIA/ONLINE,Y0H0AFBP3J,INR
B486,11/17/25,₹ 806.00,NETFLIX-INC,EBIFLGEUEA,INR
B487,2025.10.12,₹ 787.00,BOOKMYSHOW INDIA *0912,EA269S2HMD,INR
B488,25-Nov-2025,"₹ 15,010.00",GOOGLE.PLAY CORP,XLOY3NEVU0,INR
B489,2025.11.13,"₹ 10,007.00",OLA CORP,C4U7YGYVRV,INR
B490,14-Nov-2025,₹ 513.00,PAYTM MALL/ONLINE,B8YDCJS7W4,INR
B491,11/01/25,"₹ 1,509.00",BIGBASKET/ONLINE,G67SCW3XKC,INR
B492,11/06/25,"₹ 1,483.00",PAYTMMALL POS-TRANS,N0NOF0AYM4,INR
B493,2025.11.21,"₹ 4,999.00",NETFLIX CORP,3G9COS3GUN,INR
B494,14-Oct-2025,"₹ 10,000.00",AMAZON *0912,663DXTMPDA,INR
B495,08/10/2025,₹ 484.00,NETFLIX *0912,,INR
B496,2025.10.13,"₹ 24,997.00",BIGBASKET CORP,YHF3CU3UKI,INR
B497,22-Oct-2025,"₹ 14,974.00",BIGBASKET_LTD,GSMAZ7MQBH,INR
B498,24-Nov-2025,₹ 314.00,SWIGGY CORP,PFGE99KNGN,INR
B499,05-Nov-2025,"₹ 25,007.00",UBER *0912,,INR
B500,10/25/25,"₹ 25,001.00",FLIPKART POS-TRANS,R8F9S9LLO3,INR
B501,10-Oct-2025,₹ 996.00,APPLESTORE/ONLINE,MDTUNK09IS,INR
B502,13/10/2025,₹ 980.00,INDIGO-INC,165ARU8493,INR
B503,12-Oct-2025,"₹ 14,991.00",FLIPKART CORP,CETVAK7938,INR
B504,22-Oct-2025,"₹ 2,478.00",OLA POS-TRANS,D1BFTRZBZG,INR
B505,20/10/2025,"₹ 1,497.00",APPLESTORE-INC,4CXLCHFKW6,INR
B506,2025.11.29,"₹ 1,501.00",OLA_LTD,IRB1RDB7ND,INR
B507,30-Oct-2025,"₹ 1,004.00",SWIGGY CORP,G607HCWHUW,INR
B508,11/14/25,₹ 977.00,UBER-INC,PC125IHDYY,INR
B509,29-Oct-2025,"₹ 2,510.00",SWIGGY INDIA-INC,5J01FMNG6I,INR
B510,15-Oct-2025,"₹ 1,497.00",AMAZONINDIA *0912,M9AOBS04OX,INR
B511,10/15/25,₹ 982.00,AMAZONINDIA POS-TRANS,QCW01WVQWV,INR
B512,10/11/2025,₹ 183.00,DMART_LTD,CAP7IZ2H9S,INR
B513,01-Dec-2025,₹ 211.00,PAYTM MALL CORP,ZX4FC98MJ5,INR
B514,16-Nov-2025,₹ 990.00,GOOGLE PLAY *0912,,INR
B515,02-Nov-2025,"₹ 1,516.00",RELIANCE MART CORP,BED6LDPSTS,INR
B516,25-Nov-2025,"₹ 1,474.00",RELIANCEMART/ONLINE,X2HKTOBD1H,INR
B517,2025.12.01,₹ 991.00,MYNTRA INDIA CORP,M90LMAU4N9,INR
B518,2025.11.02,"₹ 1,009.00",FLIPKART *0912,X4OGMEYFK3,INR
B519,2025.10.27,"₹ 1,010.00",GOOGLE.PLAY *0912,931GGAIF9I,INR
B520,11-Nov-2025,₹ 789.00,AIRINDIA CORP,MKLO9C5NUT,INR
B521,01/11/2025,₹ 495.00,MAKEMYTRIP POS-TRANS,5P8O2G6D74,INR
B522,19/10/2025,"₹ 4,977.00",IRCTC INDIA-INC,1CU4YE2Y7X,INR
B523,11/26/25,₹ 810.00,INDIGO-INC,BVSEYOVWR4,INR
B524,13-Nov-2025,"₹ 14,993.00",AIR INDIA_LTD,TMQNCSPP7U,INR
B525,2025.11.14,₹ 278.00,OLA_LTD,2IKWXUQXYH,INR
B526,03/10/2025,₹ 184.00,BIGBASKET_LTD,PA2T55D911,INR
B527,10/08/25,"₹ 2,477.00",DMART-INC,3IYI5QKU8P,INR
B528,07-Nov-2025,"₹ 9,980.00",BOOKMYSHOW_LTD,IYLCNKV8FY,INR
B529,10/16/25,₹ 995.00,ZOMATO INDIA POS-TRANS,CREHSPA7IA,INR
B530,10/16/25,₹ 994.00,DMART POS-TRANS,CV2GSL5POV,INR
B531,17/11/2025,"₹ 15,014.00",UBER INDIA-INC,10QTJEFVP3,INR
B532,29/10/2025,"₹ 1,010.00",APPLE STORE POS-TRANS,2NHMJWUWOG,INR
B533,11/10/2025,"₹ 9,988.00",DMART/ONLINE,2F1411BN2Q,INR
B534,28-Nov-2025,"₹ 24,991.00",AMAZONINDIA CORP,3L4YWV89MB,INR
B535,14-Oct-2025,"₹ 9,995.00",DMART POS-TRANS,9ZE6XR2SIV,INR
B536,26/10/2025,₹ 819.00,SWIGGY_LTD,C4KOTNQ500,INR
B537,14-Oct-2025,"₹ 10,007.00",PAYTM MALL INDIA POS-TRANS,CWAK6KMURH,INR
B538,06/11/2025,"₹ 4,992.00",BIGBASKET INDIA CORP,RVV42B85X7,INR
B539,28/10/2025,"₹ 25,003.00",BIGBASKET *0912,RHRZ5XNA0X,INR
B540,2025.10.22,"₹ 2,504.00",DMART *0912,J4PDX6A1O6,INR
B541,16-Oct-2025,"₹ 1,004.00",SPOTIFY CORP,05YVDVFCKV,INR
B542,23/11/2025,"₹ 4,993.00",AIR *0912,2EILOH68B0,INR
B543,23/10/2025,"₹ 2,513.00",MAKEMYTRIP INDIA-INC,81VJDVKIZD,INR
B544,2025.11.14,₹ 273.00,NETFLIX *0912,U80H4VS61Z,INR
B545,12-Oct-2025,"₹ 4,987.00",APPLE POS-TRANS,RVECHWJ68H,INR
B546,22/11/2025,"₹ 15,004.00",BOOKMYSHOW/ONLINE,M8J26322WF,INR
B547,2025.11.18,₹ 509.00,IRCTC POS-TRANS,AONF5P8W6T,INR
B548,06-Oct-2025,₹ 790.00,BIGBASKET-INC,WZGB7HKPIE,INR
B549,18-Oct-2025,₹ 493.00,APPLE/ONLINE,0YRTNJWD7X,INR
B550,11/01/25,"₹ 4,997.00",GOOGLE PLAY/ONLINE,2F0CPR388O,INR
B551,30-Oct-2025,₹ 201.00,IRCTC *0912,,INR
B552,2025.10.05,₹ 199.00,MYNTRA INDIA *0912,J45NUMBEUZ,INR
B553,03/11/2025,"₹ 10,000.00",BOOKMYSHOW *0912,RG648ALKO2,INR
B554,2025.10.13,"₹ 10,001.00",DMART/ONLINE,Z5DT8OXW7B,INR
B555,27-Oct-2025,₹ 497.00,GOOGLE.PLAY/ONLINE,FAZLM0FB8K,INR
B556,28/11/2025,₹ 281.00,BOOKMYSHOW/ONLINE,C8L7VN9LHD,INR
B557,2025.11.26,"₹ 5,005.00",IRCTC INDIA POS-TRANS,ACN3A8DTL7,INR
B558,2025.10.02,₹ 988.00,NETFLIX_LTD,90I2LTJ845,INR
B559,11/07/25,"₹ 14,990.00",IRCTC_LTD,5YTP3CXL46,INR
B560,14-Nov-2025,₹ 209.00,GOOGLE PLAY CORP,NTE9KLQSMW,INR
B561,18/11/2025,₹ 218.00,RELIANCE MART INDIA CORP,O6ZDMLC6KD,INR
B562,11/08/25,₹ 479.00,APPLESTORE_LTD,YX8GE8NSZI,INR
B563,10/21/25,"₹ 25,013.00",NETFLIX_LTD,DOLXPFYHGW,INR
B564,02/11/2025,₹ 223.00,SWIGGY CORP,,INR
B565,2025.11.24,₹ 804.00,OLA-INC,ATEG2474A5,INR
B566,10-Nov-2025,"₹ 5,014.00",ZOMATO_LTD,UXX3DWI60G,INR
B567,27/11/2025,"₹ 14,986.00",IRCTC *0912,T1RZWWFUMQ,INR
B568,2025.11.15,"₹ 10,012.00",IRCTC-INC,AFJ7JQ322Z,INR
B569,2025.11.03,₹ 993.00,NETFLIX/ONLINE,B89SWSEJMO,INR
B570,10/16/25,"₹ 10,012.00",ZOMATO *0912,4016L3RMGP,INR
B571,2025.11.17,"₹ 1,504.00",APPLE STORE INDIA-INC,Y0Z1QT5AAG,INR
B572,17-Nov-2025,₹ 292.00,DMART POS-TRANS,8TUNS1PDSO,INR
B573,11/18/25,"₹ 10,016.00",ZOMATO CORP,K166M8U8YB,INR
B574,05-Oct-2025,₹ 283.00,SPOTIFY/ONLINE,G9VRZ72WZ1,INR
B575,04-Oct-2025,₹ 989.00,ZOMATO/ONLINE,4393DN7DO8,INR
B576,2025.10.15,"₹ 1,502.00",ZOMATO POS-TRANS,DHTKRCNDIK,INR
B577,2025.11.01,"₹ 15,014.00",SWIGGY CORP,TAFYBIBRB4,INR
B578,27-Nov-2025,"₹ 10,019.00",SPOTIFY/ONLINE,ART36XYGBL,INR
B579,11/30/25,"₹ 15,011.00",APPLESTORE/ONLINE,XJ9Z06Z0LN,INR
B580,09-Nov-2025,₹ 492.00,NETFLIX INDIA-INC,CS4TG67796,INR
B581,16-Oct-2025,"₹ 2,487.00",IRCTC *0912,T873U8HLEM,INR
B582,21/10/2025,₹ 805.00,AIR INDIA/ONLINE,BZDVHXQJLW,INR
B583,10/03/25,"₹ 1,010.00",MYNTRA/ONLINE,9C3QIWRLGV,INR
B584,03/11/2025,"₹ 1,506.00",PAYTM MALL POS-TRANS,EZ16PDNV54,INR
B585,10/22/25,₹ 797.00,MAKEMYTRIP CORP,LHX4C3VMDQ,INR
B586,10/30/25,"₹ 1,520.00",BOOKMYSHOW INDIA/ONLINE,GAXN2A5GUR,INR
B587,16/11/2025,"₹ 10,024.00",RELIANCE MART-INC,FI4XZV0UA6,INR
B588,11/18/25,₹ 179.00,AIR INDIA INDIA *0912,2SOPIV1C3Q,INR
B589,2025.10.29,"₹ 1,016.00",ZOMATO INDIA/ONLINE,R28QZI6KDV,INR
B590,31/10/2025,"₹ 4,983.00",AMAZON INDIA CORP,KR2176TS4V,INR
B591,2025.11.17,₹ 524.00,GOOGLE PLAY CORP,W3CKBFQ3OO,INR
B592,14/10/2025,"₹ 15,002.00",RELIANCE MART INDIA *0912,NBABLTHZM5,INR
B593,12/10/2025,"₹ 1,503.00",ZOMATO_LTD,7OL4P12RC6,INR
B594,11/21/25,"₹ 24,975.00",MYNTRA/ONLINE,BVA0HELD8D,INR
B595,2025.10.24,₹ 299.00,PAYTM MALL_LTD,EAM9WEQJSM,INR
B596,2025.12.01,"₹ 1,480.00",MYNTRA_LTD,RA1F1RIHPR,INR
B597,2025.10.03,"₹ 15,008.00",BIGBASKET INDIA-INC,TTL94RNZ7R,INR
B598,11/12/25,"₹ 4,995.00",DMART-INC,PAVJ646CQ5,INR
B599,2025.11.20,₹ 196.00,NETFLIX *0912,WYU4LRDS36,INR
B600,11/22/25,"₹ 2,511.00",OLA_LTD,HDBMJW4ET3,INR
B601,09-Oct-2025,"₹ 24,985.00",SPOTIFY-INC,PLGIHH5A8L,INR
B602,23-Nov-2025,₹ 314.00,APPLE *0912,J639JR3F9I,INR
B603,10/05/25,₹ 189.00,AMAZON INDIA INDIA *0912,QQPWINEQU4,INR
B604,27/10/2025,"₹ 4,977.00",SPOTIFY INDIA/ONLINE,MD6OI83VPS,INR
B605,05-Nov-2025,"₹ 9,999.00",ZOMATO CORP,YXD5EKRSGF,INR
B606,2025.10.16,₹ 516.00,RELIANCE MART INDIA-INC,WX2J9A0DZH,INR
B607,2025.10.04,"₹ 5,003.00",INDIGO INDIA POS-TRANS,1MNJTU9M52,INR
B608,14-Oct-2025,"₹ 2,516.00",UBER_LTD,QCG0YITVVY,INR
B609,18/10/2025,₹ 503.00,GOOGLE CORP,V0I7FZG9QJ,INR
B610,11/29/25,"₹ 14,986.00",PAYTMMALL *0912,TX8GUGIOPB,INR
B611,2025.10.03,₹ 806.00,FLIPKART *0912,FQDYM833IP,INR
B612,15/11/2025,"₹ 25,018.00",SWIGGY *0912,ILPD7P3MEC,INR
B613,2025.11.01,"₹ 14,983.00",AIR INDIA POS-TRANS,28VBWAGVT1,INR
B614,10/20/25,₹ 286.00,AIR INDIA_LTD,,INR
B615,2025.11.28,₹ 221.00,IRCTC CORP,AYTWZX02D5,INR
B616,05/10/2025,₹ 808.00,AMAZON CORP,JZZI67GV2L,INR
B617,2025.10.12,"₹ 4,988.00",OLA-INC,R7SGANUP5W,INR
B618,22/11/2025,"₹ 15,003.00",OLA-INC,1JM8LNW4BP,INR
