txn_id,entry_date,amt,vendor,ref_code,cur
L437,26-11-2025,514,Reliance Mart,4VFI3WXOQ9,INR
L438,02-10-2025,200,Paytm Mall,94O4LXQKAR,INR
L439,01-11-2025,10002,Amazon India,DYUJJY95Y5,INR
L440,06-11-2025,1517,Amazon India,UHAAWPEO59,INR
L441,07-10-2025,24981,Myntra,ZRXQTUCLXS,INR
L442,17-10-2025,2503,Uber,494DJJU68U,INR
L443,17-10-2025,497,BookMyShow,1B3WK5T9YB,INR
L444,23-11-2025,289,IndiGo,3HYWHUXPF5,INR
L445,03-11-2025,25002,IRCTC,MYS4MQY114,INR
L446,21-11-2025,804,IndiGo,5GKVS7YJCE,INR
L447,19-11-2025,185,IndiGo,FS35STKHRM,INR
L448,13-10-2025,784,Google Play,NEF4KAZPIZ,INR
L449,07-11-2025,9995,Swiggy,UMCMACPWUJ,INR
L450,09-11-2025,24995,DMart,7FJB2XYGFF,INR
L451,15-10-2025,483,Apple Store,8HR2C1IETS,INR
L452,26-10-2025,2519,Spotify,MG629XL9Z9,INR
L453,13-10-2025,2502,Apple Store,BU2VSDUXA2,INR
L454,22-10-2025,488,Apple Store,C54OLNEG33,INR
L455,26-10-2025,207,Swiggy,2JT468MCVC,INR
L456,13-11-2025,14995,Ola,UHFO9MQ0JU,INR
L457,15-10-2025,2491,Air India,U8NNV5R28R,INR
L458,22-11-2025,994,Spotify,07TI3X2CUR,INR
L459,28-10-2025,198,Google Play,OUXD1B5V9L,INR
L460,18-10-2025,1494,Zomato,0FRW2S85YX,INR
L461,05-11-2025,5019,Zomato,2F14Z42R4Z,INR
L462,15-10-2025,10001,Air India,QK0TSIWEMI,INR
L463,01-10-2025,502,MakeMyTrip,TCHOQQJPCO,INR
L464,11-11-2025,10000,Amazon India,WHEDJ2XR0S,INR
L465,11-11-2025,5008,IndiGo,KPAZ413FXG,INR
L466,01-10-2025,9988,Myntra,ATICFL3HSA,INR
L467,30-11-2025,10002,IRCTC,9HCL7KLB6D,INR
L468,06-11-2025,9986,BookMyShow,GJUEKKXKG6,INR
L469,30-11-2025,9999,Paytm Mall,T721C283LK,INR
L470,22-11-2025,25016,Air India,9X4AG0331S,INR
L471,14-11-2025,25019,Amazon India,GW37V65ETM,INR
L472,22-10-2025,319,Spotify,JJWC3RXXX5,INR
L473,21-10-2025,14985,DMart,TUB1MJY9KP,INR
L474,02-10-2025,288,Paytm Mall,XBALG78WW8,INR
L475,03-10-2025,781,MakeMyTrip,XX3J189MC2,INR
L476,12-11-2025,1504,Swiggy,D6YM082HNN,INR
L477,23-11-2025,24984,Swiggy,9HVI0UX0UM,INR
L478,10-11-2025,802,Amazon India,BB12A63WYI,INR
L479,24-11-2025,305,Swiggy,PFGE99KNGN,INR
L480,12-10-2025,9996,Air India,4USTRT3TF4,INR
L481,28-10-2025,14980,Paytm Mall,7IY6HPREVG,INR
L482,26-11-2025,783,Netflix,URXTZNRKMC,INR
L483,06-10-2025,14992,Myntra,86EQWIARW3,INR
L484,01-10-2025,9981,Google Play,VWPIPTOBZI,INR
L485,31-10-2025,25004,Netflix,WLI1B2CGLX,INR
L486,19-10-2025,799,IRCTC,L663P5UXEK,INR
L487,17-10-2025,4988,Apple Store,O1X3ESPPTB,INR
L488,28-10-2025,5018,Flipkart,FY2LH6LHD6,INR
L489,22-11-2025,215,Google Play,PIL1LR5M41,INR
L490,14-11-2025,818,Swiggy,1YUISY8XBK,INR
L491,26-11-2025,4995,IRCTC,6N3QJXJILU,INR
L492,06-11-2025,997,Ola,BWXZWHGCKG,INR
L493,28-10-2025,4999,IRCTC,FEXUT8E0HA,INR
L494,25-10-2025,813,Apple Store,F2TVOJ9QVT,INR
L495,26-10-2025,512,BookMyShow,9W6PBU2MNI,INR
L496,21-11-2025,180,Netflix,A134Y68GQC,INR
L497,08-10-2025,279,Reliance Mart,WBT3K53V10,INR
L498,30-10-2025,2489,Flipkart,79WTBQSKHH,INR
L499,14-11-2025,991,MakeMyTrip,V5CJIQ5L00,INR
L500,18-10-2025,4981,Paytm Mall,RMW12S0MOO,INR
L501,12-10-2025,1485,Myntra,OJ3WK7B5LA,INR
L502,29-10-2025,503,MakeMyTrip,54MQBU6KO0,INR
L503,15-11-2025,991,Uber,DXNNI6GX4L,INR
L504,22-11-2025,9993,Zomato,TK96Q3PYOR,INR
L505,10-11-2025,218,MakeMyTrip,YK0R63V9OW,INR
L506,23-11-2025,14992,Netflix,UDWAPKY5MX,INR
L507,20-10-2025,14991,MakeMyTrip,IKHLCH0JXW,INR
L508,20-11-2025,5009,Apple Store,34HB8VL8KV,INR
L509,09-11-2025,994,Reliance Mart,8PENL490VA,INR
L510,23-10-2025,1001,Apple Store,ZKVGPYBAF0,INR
L511,02-11-2025,989,Reliance Mart,OCM86YTFRR,INR
L512,03-10-2025,10003,Google Play,GCZCHSDRNN,INR
L513,11-10-2025,1007,Paytm Mall,RJRQJXQ0UX,INR
L514,30-11-2025,15011,Netflix,7UTTS2VC6E,INR
L515,17-11-2025,180,Air India,2SOPIV1C3Q,INR
L516,10-10-2025,4985,Zomato,DIY6QPVHRQ,INR
L517,11-11-2025,2482,MakeMyTrip,L92XMS1V0E,INR
L518,12-10-2025,986,Amazon India,SHSFSS8YOA,INR
L519,16-11-2025,2499,Netflix,X5G2XHUF2F,INR
L520,04-11-2025,15004,Air India,X2RYW5OV37,INR
L521,26-10-2025,295,MakeMyTrip,A69SCRHV6Z,INR
L522,07-11-2025,14986,IRCTC,5YTP3CXL46,INR
L523,02-10-2025,2486,Google Play,ZA7TL5J8SX,INR
L524,10-10-2025,2503,Flipkart,QQ56WZDQKE,INR
L525,25-10-2025,25002,BigBasket,00922VQQPD,INR
L526,16-11-2025,24987,IndiGo,SEEXABAQX9,INR
L527,16-11-2025,2492,Myntra,QKWMWE08CX,INR
L528,21-11-2025,981,Air India,8RTAORZ02D,INR
L529,04-11-2025,179,Flipkart,31EGCN5587,INR
L530,04-11-2025,25001,Google Play,F67W6T4EMA,INR
L531,04-11-2025,2502,Paytm Mall,DNWFTLBRMR,INR
L532,20-10-2025,24984,DMart,4V9HO7VLPJ,INR
L533,15-11-2025,296,Swiggy,BTEFMUSKJH,INR
L534,14-10-2025,1509,Zomato,DHTKRCNDIK,INR
L535,11-10-2025,1485,Spotify,ZOUF3F1V5A,INR
L536,16-11-2025,991,DMart,3UGRR7ASSP,INR
L537,11-11-2025,14994,Ola,UFQKTM3TX3,INR
L538,02-10-2025,14993,IRCTC,9QBCG4UKTJ,INR
L539,11-10-2025,480,Zomato,K0U76YGX2I,INR
L540,09-11-2025,201,IRCTC,AK25L85OWM,INR
L541,29-11-2025,790,BigBasket,I8BO56O2UF,INR
L542,30-11-2025,216,Zomato,G49NOR61NB,INR
L543,28-10-2025,979,Swiggy,VX4URINATC,INR
L544,29-10-2025,2479,Netflix,BM98B0KT37,INR
L545,02-11-2025,807,Google Play,DAVPC092CB,INR
L546,12-10-2025,509,IRCTC,LNBBWBHIUY,INR
L547,11-10-2025,10018,MakeMyTrip,LCPRHLOO91,INR
L548,23-10-2025,5003,BookMyShow,J19SZ4DYDW,INR
L549,27-10-2025,9984,BigBasket,X0UVDFNY4L,INR
L550,18-10-2025,1484,DMart,5Y5AHDTPA1,INR
L551,21-10-2025,5018,BigBasket,TK1RT8ONFZ,INR
L552,06-11-2025,196,Spotify,TKAAXM34YN,INR
L553,17-10-2025,10005,BigBasket,0YWB3Y5SR9,INR
L554,27-11-2025,507,IndiGo,D6F7IQZMO2,INR
L555,24-10-2025,10008,Netflix,ED7CWQSAL6,INR
L556,04-11-2025,10013,Flipkart,TD1W7N5Q5O,INR
L557,05-11-2025,497,Zomato,O66PHNNEJC,INR
L558,25-10-2025,798,Uber,VWIU7J324S,INR
L559,31-10-2025,10006,DMart,6WZHSMGBQO,INR
L560,06-10-2025,289,DMart,QGB7YBN93D,INR
L561,07-11-2025,218,Amazon India,PHN6W20GRR,INR
L562,03-10-2025,315,MakeMyTrip,NZV9CQ3RKF,INR
L563,29-11-2025,15008,IndiGo,XGS5R15WTB,INR
L564,04-10-2025,804,Ola,VUAWLX96S4,INR
L565,04-11-2025,980,DMart,AJZ8YN91DC,INR
L566,26-10-2025,15017,Swiggy,MGBGKMMTDK,INR
L567,30-10-2025,318,Paytm Mall,TJ43J56MIP,INR
L568,06-10-2025,9985,BigBasket,1A34V39MPN,INR
L569,11-10-2025,300,Myntra,OHE47PGKQM,INR
L570,25-11-2025,311,Apple Store,WBDS6YXWQI,INR
L571,21-10-2025,4996,Uber,N98CSLXUMJ,INR
L572,10-10-2025,1010,Uber,6ZSRMKEGN0,INR
L573,15-11-2025,996,Swiggy,YXO7428B9J,INR
L574,18-10-2025,1506,Reliance Mart,NFU0K03W7S,INR
L575,08-11-2025,10018,IndiGo,5TAIJ1ZVZ6,INR
L576,30-11-2025,1492,Google Play,NTNTJQCNB8,INR
L577,09-10-2025,985,MakeMyTrip,FPSNU0W61Y,INR
L578,30-11-2025,2508,Paytm Mall,GK3PD1VVGI,INR
L579,07-10-2025,490,Flipkart,NNGKK4T4EX,INR
L580,30-10-2025,15003,BookMyShow,FQ760CVZ4P,INR
L581,18-10-2025,15019,IRCTC,0ONII6AYI9,INR
L582,19-11-2025,196,Swiggy,7DJO23JEZM,INR
L583,27-11-2025,15007,Amazon India,VYRAC7KF7L,INR
L584,31-10-2025,292,Air India,Z41YD2YPM2,INR
L585,09-10-2025,794,Spotify,UNAFH65PBT,INR
L586,08-10-2025,1483,DMart,ZAY0SQ3JN7,INR
L587,21-11-2025,2515,Spotify,M1CPDKRHPV,INR
L588,05-10-2025,4987,IRCTC,5NAE9SZBKJ,INR
L589,16-11-2025,1001,IRCTC,MPHIA2ANOD,INR
L590,29-10-2025,1511,Ola,ZQ3O88IH48,INR
L591,03-10-2025,25008,Reliance Mart,QDAEANB7V7,INR
L592,08-11-2025,294,Spotify,DVRWUJFMAU,INR
L593,14-11-2025,2493,IRCTC,KYDBYSC7HW,INR
L594,30-11-2025,1487,Swiggy,CNMNC3N47Z,INR
L595,07-11-2025,218,Amazon India,W8EROM4EXZ,INR
L596,02-11-2025,24988,Uber,0RQG1HR7G8,INR
L597,01-10-2025,803,Amazon India,111SQ7A9D9,INR
L598,08-10-2025,14993,BigBasket,C1BS78ENZM,INR
L599,17-11-2025,9996,Apple Store,N867ASV82E,INR
L600,28-10-2025,207,DMart,H03WL1FE40,INR
L601,09-11-2025,1516,Apple Store,4PX3TTT7MX,INR
L602,20-11-2025,5004,Google Play,Q1T7KEKOOI,INR
L603,14-11-2025,317,Myntra,WI69499UUX,INR
L604,19-11-2025,1483,Zomato,TOOQ5FAEUV,INR
L605,11-10-2025,2505,Uber,BA6KNJJ527,INR
L606,22-10-2025,216,Flipkart,4G9YYWVX95,INR
L607,07-11-2025,180,Spotify,5YLZ13687C,INR
L608,26-11-2025,2515,Zomato,FXHVHI71PU,INR
L609,05-10-2025,1504,Uber,OFUT39M0C9,INR
L610,13-10-2025,294,Spotify,EI4MT6S5ES,INR
L611,23-10-2025,5002,Reliance Mart,7K9WXJD4TD,INR
L612,20-11-2025,991,Flipkart,Q0GAQ0YFDJ,INR
L613,28-11-2025,198,Flipkart,UM2N01FW8P,INR
L614,07-11-2025,2482,Google Play,2FEB3G4R51,INR
L615,25-10-2025,25002,Ola,5C788LMYPI,INR
L616,10-10-2025,179,Reliance Mart,F6Z0775ST4,INR
L617,14-11-2025,14999,Air India,TMQNCSPP7U,INR
L618,21-11-2025,1016,Uber,ET7Y4VVRAK,INR
L619,10-11-2025,24981,Spotify,T6HK4L8GEF,INR
L620,08-11-2025,509,Reliance Mart,663RBPXV5R,INR
L621,08-11-2025,504,Reliance Mart,IRPCWLZ24G,INR
L622,03-10-2025,795,Spotify,QSQ1MK9MCU,INR
L623,15-10-2025,491,Amazon India,ZR5SA3AXZB,INR
L624,31-10-2025,5014,Paytm Mall,IPMIYWZ5ET,INR
L625,25-10-2025,490,Myntra,Z4D0BDPQQI,INR
L626,03-10-2025,988,IRCTC,7463P3IAST,INR
L627,06-11-2025,10001,Zomato,QKBEAPS6WD,INR
L628,04-11-2025,209,Spotify,8MTCD7OKN6,INR
L629,08-10-2025,1510,Paytm Mall,LOGVRN5AJ3,INR
L630,18-10-2025,511,MakeMyTrip,G1Z8MYT7WI,INR
L631,07-10-2025,517,Myntra,L3XTCJEY26,INR
L632,11-10-2025,503,Reliance Mart,VA1YA0DFM1,INR
L633,22-11-2025,2519,BookMyShow,OP1YOWN13V,INR
L634,23-10-2025,492,Netflix,KDL9ERQNOL,INR
L635,17-11-2025,4989,Flipkart,QZRRGT1YRP,INR
L636,24-11-2025,188,BigBasket,OAFOPG8L2F,INR
L637,28-11-2025,14993,Flipkart,VRB4IE8KXL,INR
L638,16-11-2025,193,Myntra,DZY8NM8JWV,INR
L639,07-10-2025,817,Ola,3BIJ68PY55,INR
L640,31-10-2025,2486,Paytm Mall,K4H87HG6NR,INR
L641,19-11-2025,25001,Spotify,E2ORDGVOA0,INR
L642,14-10-2025,998,Reliance Mart,R16N88J0AA,INR
L643,09-10-2025,799,DMart,F3FBTLROE0,INR
L644,12-11-2025,5003,DMart,QFIHNF682D,INR
L645,10-10-2025,187,BigBasket,C37DVF1ZLU,INR
L646,13-11-2025,4995,Spotify,5TJTJLNOD6,INR
L647,24-10-2025,15005,Amazon India,1VOS4YBJIH,INR
L648,23-11-2025,1505,Ola,U5XIPZMPXT,INR
L649,30-10-2025,979,Spotify,UEI6AKC7GU,INR
L650,07-10-2025,785,Google Play,MKFYA3IXLS,INR
L651,20-11-2025,1517,Flipkart,PAW80JN9HZ,INR
L652,10-10-2025,783,IRCTC,J9544GOM7L,INR
L653,14-11-2025,2489,Apple Store,PLRX9O1Z46,INR
L654,19-10-2025,2504,IRCTC,70NFEI1TJ3,INR
L655,13-10-2025,10017,Air India,V42NBV8218,INR
L656,12-11-2025,202,Apple Store,2XVUDIPN8R,INR
L657,08-10-2025,513,Flipkart,QQZKT5Y2F1,INR
L658,24-10-2025,14982,Myntra,MCCQ5JDYMU,INR
L659,29-10-2025,2485,IndiGo,D1DFIK51GL,INR
L660,09-11-2025,14994,DMart,OL5USEEA76,INR
L661,04-10-2025,508,Air India,7OMZMM0QWC,INR
L662,22-11-2025,15010,DMart,AQ74TZ6BD9,INR
L663,30-10-2025,301,Swiggy,VIHAJX859H,INR
L664,02-10-2025,4986,Swiggy,AUZ2JM1JUO,INR
L665,28-11-2025,1490,IRCTC,1P9UN17QTD,INR
L666,04-10-2025,490,Spotify,5FGHSRD9AL,INR
L667,01-11-2025,1008,Zomato,NDBZHGGQQG,INR
L668,03-10-2025,5010,Paytm Mall,GSX0I5E1HG,INR
L669,25-11-2025,24999,Myntra,69C2180BDI,INR
L670,10-11-2025,790,Spotify,9VAKDONP0R,INR
L671,11-10-2025,24983,Paytm Mall,8BU2ZHXM1B,INR
L672,01-11-2025,981,Air India,YM03SMWBW6,INR
L673,11-10-2025,15011,Flipkart,M2T8YCTO45,INR
L674,17-10-2025,1511,BigBasket,2UW6JY1GAR,INR
L675,02-11-2025,2516,Netflix,B7LZ367TV8,INR
L676,06-10-2025,9996,Ola,9I0MV9OA5I,INR
L677,07-10-2025,801,Google Play,QLI0COTQOU,INR
L678,03-10-2025,4994,IRCTC,S84TF0L2HK,INR
L679,13-10-2025,1019,Google Play,JQAOYK1RWT,INR
L680,28-11-2025,1499,DMart,A8KPLT5Q62,INR
L681,19-11-2025,2490,MakeMyTrip,IAJDO9OJVO,INR
L682,01-11-2025,9989,IndiGo,TY80BDDPMW,INR
L683,21-10-2025,9988,IRCTC,4U8ASM8LDG,INR
L684,12-10-2025,300,Reliance Mart,T2XGIA9PB4,INR
L685,03-11-2025,1013,Netflix,OBUMAQKW5Z,INR
L686,31-10-2025,814,DMart,PBL2VOUC1O,INR
L687,01-10-2025,2494,Spotify,6NPD6I22G0,INR
L688,10-10-2025,496,Flipkart,TM6KBKMU3S,INR
L689,14-10-2025,9980,DMart,NMCR2Z19I5,INR
L690,10-11-2025,2499,IndiGo,CU3WIHQSI1,INR
L691,06-11-2025,1510,Uber,W1ARY3FL7E,INR
L692,02-11-2025,794,IRCTC,VLGBYV4KFK,INR
L693,12-11-2025,196,Ola,XAS0HDIR6L,INR
L694,07-11-2025,2489,DMart,BV9BBSWPDP,INR
L695,20-11-2025,797,Amazon India,NF94M3WF01,INR
L696,08-11-2025,819,Amazon India,YK5GFMCWPK,INR
L697,25-10-2025,804,BigBasket,RDNPYIDB5P,INR
L698,25-11-2025,5018,Myntra,JBHZBSNVNI,INR
L699,01-11-2025,25002,Swiggy,6AJHQ2MBQP,INR
L700,14-10-2025,1494,Flipkart,OO4ANF4PQY,INR
L701,29-10-2025,487,IRCTC,110606892P,INR
L702,04-11-2025,296,BigBasket,SFAGKNMKZN,INR
L703,30-11-2025,980,Netflix,F42F7E0ES6,INR
L704,13-10-2025,1002,Google Play,RMATFFFYX7,INR
L705,19-11-2025,1493,Zomato,L5OVGW9V2S,INR
L706,29-10-2025,25000,Ola,ZTSU4QJUZ4,INR
L707,16-10-2025,1498,Zomato,TJAJCNRB8Y,INR
L708,01-10-2025,191,Zomato,9QKOYK17NG,INR
L709,03-10-2025,2490,Amazon India,UT4ANWLQ77,INR
L710,12-10-2025,14986,Apple Store,0LERN0Y7FS,INR
L711,20-10-2025,4989,Paytm Mall,VMPHC0R67T,INR
L712,11-11-2025,280,IRCTC,8ZB7SDUED9,INR
L713,29-10-2025,1000,Ola,PFISEHMRSE,INR
L714,07-11-2025,302,DMart,HT8B9IXF3B,INR
L715,18-11-2025,10000,Uber,HXC7A1N5JO,INR
L716,10-11-2025,998,IRCTC,R9LGYL71TK,INR
L717,06-10-2025,4988,Uber,MS8C8A2UV0,INR
L718,06-11-2025,304,Ola,PW60BJWT73,INR
L719,30-11-2025,4994,Uber,FH7R4U9QN3,INR
L720,25-11-2025,1019,Zomato,4FALVHMC3F,INR
L721,26-10-2025,212,Air India,JOAMEXJO7B,INR
L722,04-11-2025,313,BigBasket,LINT1XS4CM,INR
L723,28-11-2025,4989,DMart,UMGEYMI2H1,INR
L724,24-11-2025,282,Zomato,03XHMTW7VG,INR
L725,11-11-2025,4985,MakeMyTrip,M5VIF66QR4,INR
L726,15-10-2025,1011,IRCTC,4MAUBX068B,INR
L727,08-10-2025,2498,Air India,EPBJ9RGBW5,INR
L728,27-10-2025,1514,Ola,FILNPTN0I2,INR
L729,12-10-2025,501,MakeMyTrip,F5R9VRJXMG,INR
L730,26-11-2025,205,Paytm Mall,5AO7Q2SDKR,INR
L731,30-11-2025,996,Amazon India,OZERFG28Z7,INR
L732,10-11-2025,24983,Uber,BCJNZIHH6O,INR
L733,20-11-2025,285,Google Play,CEA1IUQ0MC,INR
L734,03-11-2025,518,Paytm Mall,9MJRL12G9T,INR
L735,30-10-2025,1011,Swiggy,FD4U3YY5YO,INR
L736,15-11-2025,209,Google Play,9JI1THM86C,INR
L737,11-10-2025,5001,Air India,NZZGOPE3KD,INR
L738,04-11-2025,1486,Swiggy,AM7WU9USW8,INR
L739,16-10-2025,15000,Paytm Mall,M83XP0R64G,INR
L740,17-11-2025,4985,Zomato,QR87R5HKNH,INR
L741,08-10-2025,14994,BookMyShow,45NYU8VWTZ,INR
L742,06-11-2025,482,Google Play,2XAVR63UBY,INR
L743,29-10-2025,4987,Apple Store,06Z40CIVJE,INR
L744,09-11-2025,307,Reliance Mart,FUY0AM3KCK,INR
L745,18-10-2025,1502,Flipkart,1HAN7AU8VK,INR
L746,27-11-2025,2509,Uber,8S5NYUM8H1,INR
L747,11-10-2025,15010,Amazon India,6EVQQW5AFF,INR
L748,22-11-2025,25019,Flipkart,08KBTBC54H,INR
L749,31-10-2025,808,Swiggy,KNM4VA7P7V,INR
L750,07-11-2025,25008,Spotify,24JU005F5R,INR
L751,28-11-2025,2503,BigBasket,6XN4UPNZWI,INR
L752,28-10-2025,510,Google Play,7RRBQ1PUK8,INR
L753,04-10-2025,1492,Myntra,DA0OUVDVYV,INR
L754,30-10-2025,196,Google Play,1GKH04COHV,INR
L755,30-11-2025,4988,Myntra,BC82GZ6ASH,INR
L756,22-11-2025,2504,BookMyShow,F1WJZRPSAG,INR
L757,26-11-2025,493,Swiggy,IEBE2D646N,INR
L758,15-10-2025,505,Uber,CMSR4K4RPK,INR
L759,03-10-2025,15005,DMart,8I6SSLCXJJ,INR
L760,19-10-2025,2512,Amazon India,EXBPIOWNR4,INR
L761,13-10-2025,313,Flipkart,R1ZSH3YJ8C,INR
L762,19-11-2025,212,BigBasket,H1FKHYIZQ8,INR
L763,20-11-2025,2506,DMart,JEJI9A47T8,INR
L764,11-10-2025,15001,Zomato,1RHECV1EXY,INR
L765,04-10-2025,312,Air India,VZQNDURTGS,INR
L766,24-10-2025,1505,Ola,KEUPNQ9EAQ,INR
L767,12-11-2025,198,DMart,ZOAJCRZLCM,INR
L768,20-10-2025,818,Netflix,7TZ7VG94IN,INR
L769,04-10-2025,816,BigBasket,4SZTK01JC4,INR
L770,18-10-2025,2511,Swiggy,U7XN1MI6Q1,INR
L771,07-11-2025,14991,BigBasket,N0IZZ89YYZ,INR
L772,28-11-2025,281,DMart,UHHRW54DZI,INR
L773,23-11-2025,815,IndiGo,1C2YT0IT22,INR
L774,04-10-2025,979,Zomato,4393DN7DO8,INR
L775,04-10-2025,1512,Swiggy,KG9Y79M5I0,INR
L776,12-11-2025,1489,IndiGo,2SSXY1M1NU,INR
L777,14-10-2025,9979,Amazon India,FK6NTEHWME,INR
L778,19-11-2025,10002,Swiggy,28PYIJ6M9Q,INR
L779,24-10-2025,14980,DMart,4FA9JJL61X,INR
L780,17-11-2025,10015,MakeMyTrip,EO8V4HT2M7,INR
L781,26-10-2025,780,Netflix,ZRD8DV9BFX,INR
L782,27-10-2025,14983,MakeMyTrip,E5ACLR19DJ,INR
L783,16-11-2025,2489,Google Play,WOLJXYXDZH,INR
L784,10-10-2025,787,BookMyShow,5PY8A6ODLV,INR
L785,07-10-2025,25000,Ola,IC6IFI96FS,INR
L786,31-10-2025,301,IndiGo,FASGLMAE1X,INR
L787,18-11-2025,801,Zomato,43LDHOZY9B,INR
L788,14-10-2025,1489,BigBasket,4MGHASOM40,INR
L789,14-11-2025,212,Zomato,E6UXM0LK9D,INR
L790,18-10-2025,812,Swiggy,7LHGDSALL3,INR
L791,13-11-2025,14990,Apple Store,UPTNP9PCF0,INR
L792,02-11-2025,14994,Myntra,07ZMLAC3NZ,INR
L793,11-11-2025,787,Air India,MKLO9C5NUT,INR
L794,29-11-2025,15007,Apple Store,XJ9Z06Z0LN,INR
L795,03-11-2025,2492,Spotify,FAU9YSRR68,INR
L796,16-10-2025,206,Zomato,GFVRQNY34H,INR
L797,18-10-2025,486,Netflix,SIM5IJY6N5,INR
L798,20-11-2025,4986,Flipkart,NNZDY6AV15,INR
L799,28-11-2025,2514,Amazon India,LJBIA87EN6,INR
L800,18-10-2025,818,BigBasket,4753CDQGL9,INR
L801,03-11-2025,4992,Paytm Mall,D1P529URAK,INR
L802,04-11-2025,301,Spotify,E3OUK7UN4U,INR
L803,26-10-2025,24997,BigBasket,JGPFHN7G2N,INR
L804,19-11-2025,301,Paytm Mall,QXKHL3S1C7,INR
L805,24-10-2025,1011,Amazon India,YMXIF3U670,INR
L806,08-11-2025,14979,Spotify,9XWGMKUMNQ,INR
L807,20-11-2025,10007,Netflix,HLRVTWZZ6W,INR
L808,12-11-2025,14989,Paytm Mall,OIMWAXINTI,INR
L809,10-10-2025,5009,IndiGo,WVYDHZW3GM,INR
L810,08-10-2025,24990,Flipkart,JVWM1U4MK0,INR
L811,15-11-2025,798,Spotify,AJCU18ZR74,INR
L812,15-11-2025,181,Google Play,BBI7O6C8PU,INR
L813,30-10-2025,4989,Amazon India,2X8P55IPN8,INR
L814,24-10-2025,185,Air India,8TROLCIWN4,INR
L815,02-10-2025,1512,Paytm Mall,1LUREBGMJ0,INR
L816,27-11-2025,25017,Paytm Mall,Y5YT11N2PO,INR
L817,14-11-2025,494,Reliance Mart,M210V2AXBZ,INR
L818,27-10-2025,282,Paytm Mall,2KQU4NMMKL,INR
L819,22-11-2025,2502,Myntra,AG02HBSP3E,INR
L820,22-11-2025,4989,Google Play,DQC97VDYKG,INR
L821,03-10-2025,189,BookMyShow,QVIYVK1FM3,INR
L822,17-11-2025,1485,Paytm Mall,2CPVZJ0AUS,INR
L823,08-11-2025,25014,DMart,TS9CEKQRNO,INR
L824,23-10-2025,807,BookMyShow,1ZM58308FB,INR
L825,19-11-2025,25013,Zomato,65WC3Q67IJ,INR
L826,20-11-2025,179,Spotify,YZVCVJJJCP,INR
L827,01-11-2025,24997,Air India,VB6PPXXEM3,INR
L828,29-10-2025,188,Ola,J7IQ714Y5J,INR
L829,13-10-2025,1496,Ola,TGAC4M5P0F,INR
L830,31-10-2025,5001,Myntra,HGU3021GOU,INR
L831,20-11-2025,1495,Air India,WI9XN2SYQB,INR
L832,28-11-2025,999,Myntra,36N26J8AJ7,INR
L833,09-11-2025,290,BigBasket,XM2Q8F8ZSW,INR
L834,28-11-2025,504,Spotify,3D6J2LDRFP,INR
L835,27-10-2025,10001,DMart,6PTNR6CF4R,INR
L836,06-10-2025,9995,Zomato,KYW4EZXA2L,INR
L837,08-11-2025,994,Uber,SEBDOGA8L6,INR
L838,02-11-2025,305,Ola,HLB9EX0CJB,INR
L839,05-11-2025,518,BookMyShow,MKM6SMGXVU,INR
L840,15-10-2025,5010,Zomato,7GIKQE9GWB,INR
L841,08-11-2025,2519,Spotify,2DAN902DCU,INR
L842,01-11-2025,290,BigBasket,SFERG9VB61,INR
L843,05-11-2025,25018,Uber,6RNL1348O5,INR
L844,09-10-2025,5002,Amazon India,CSL2PRL78L,INR
L845,28-11-2025,24987,Myntra,Z80SZJ8MHE,INR
L846,20-11-2025,2485,Amazon India,GEJ3AH7FY3,INR
L847,11-11-2025,205,Swiggy,Y8K6NWNKIX,INR
L848,16-11-2025,482,Flipkart,G6OL6LNX6U,INR
L849,17-11-2025,987,DMart,Q0JJJY3FRB,INR
L850,23-11-2025,10012,Reliance Mart,EGQ7RKMSIX,INR
L851,17-10-2025,1484,DMart,J679D6KTES,INR
L852,25-10-2025,200,Air India,VFN4TFZV90,INR
L853,23-10-2025,502,Air India,8BF02CDWS6,INR
L854,26-10-2025,10012,Reliance Mart,1DV1JA96GI,INR
L855,20-10-2025,2499,Myntra,0Z2VV0I79W,INR
L856,24-11-2025,1500,Reliance Mart,W7VYHDEKMP,INR
L857,09-11-2025,10001,Google Play,4LAFQDA0UI,INR
L858,07-10-2025,1488,Amazon India,4LKKXZR2Z1,INR
L859,16-10-2025,800,Flipkart,Y7CDHSA2RU,INR
L860,06-10-2025,813,MakeMyTrip,T3XWHPXGA6,INR
L861,27-10-2025,2504,Reliance Mart,JQU579A0L5,INR
L862,17-11-2025,511,IRCTC,AONF5P8W6T,INR
L863,30-10-2025,2500,Zomato,3W1QOSHU3S,INR
L864,10-10-2025,25011,Reliance Mart,NJCDMY69AJ,INR
L865,28-10-2025,2516,Paytm Mall,VW56DFPPNK,INR
L866,03-11-2025,10017,Spotify,4GWBL7IEMQ,INR
L867,19-11-2025,4991,Amazon India,KDMWD82WVZ,INR
L868,19-11-2025,5016,Netflix,FL5B8PX796,INR
L869,31-10-2025,24996,Air India,UAKMOU9T4S,INR
L870,18-10-2025,14982,Myntra,2GKGIRO4E8,INR
L871,15-10-2025,217,DMart,CA50DV4C8E,INR
L872,30-10-2025,181,Air India,1TGLFOZGRD,INR
L873,27-10-2025,10006,Spotify,655RB44SZJ,INR
L874,24-10-2025,10014,DMart,GX8ZC2LJA5,INR
